"question","design","value","theme_short_name","theme_explanation","overarching_theme_short_name","overarching_theme_explanation"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","The light logger is worn like a pair of glasses.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","Light logger has a pin that can be pushed through a beanie or hat.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Light logger is placed around your neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Light logger has a pin that is attached to your shirt around chest level.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","The light logger is attached to a loop of string worn over the neck and is level with your chest.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Light logger is worn on your arm.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on the collar of clothing","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","on the side arm of glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","On the brim of a hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the neck like a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","pinned onto the chest via clothing","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","around the neck as a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around the arm as an armband","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","below the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","glasses/face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","hat/head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the shoulders","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","It sits on the wrist, with a strap, just like a watch.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","It its clipped to the neckline of a shirt, looks very unobtrusive.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","The device is attatched to the frame of some glasses/spectacles.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","The device is placed on the side of a beanie type hat.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Device sits over/around the neck loosely like headphones can","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Device sits on the front of a tshirt, on the left hand side.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Device sits around the neck, on a strap like a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Device is fitted around the upper arm by a strap.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on the neck of a top","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","eyes","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on a hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","as a pin","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","On a shirt collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","On the face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","On the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","On the chest like a badge","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","On the bicep","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","It is on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","It is attached to the neck of the t-shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","Is is worn on sunglasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","It is worn on a hat.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","It is around the neck.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Is is attached to the chest on the clothing","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Is is work like a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Is is worn as a cuff around the upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","beanie","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","armband","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","The light logger is placed on the wrist.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","The light logger is placed in the neck area of clothing.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","They would be worn across the head in the eye area the same as you would wear spectacles.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","It's placed on a hat that is placed on the head.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","it's worn around the  neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","It's placed on the chest.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","It's placed around the neck on some kind of cord.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","It's placed around the top of the arm.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","the placement of the light logger is worn on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","The placement of the light logger is worn at the neck of the body, attached to the collar of clothing.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","the light logger is worn on the face like glasses.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","On the head, attached to a hat.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on the chest, attached to clothing","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around the arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist like a watch","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on the neck of the tshirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","On the side of a pair of glasses on the head.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on the side of a hat on the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the neck/over the shoulders","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","left side of chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around the bicep/on the upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","clipped onto the neck of a top or jumper","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","by your ear","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on your head (on a hat)","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","round your neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on your chest (pinned to a top)","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","round your neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","on your arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","On the neckline of your shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","On glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","On a beanie hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Around the neck like an open necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","On the chest of a t shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","On a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Arm band","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","It looks appropriate","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of
the light logger in the body.","hatpin","Is not bad","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Looks appropriate","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Looks good","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on the collar of a garment","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on a hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","like a name badge","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","on a necklace/lanyard","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","armband","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist, like a watch","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","On the neck line of a t shirt/top","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","as a pair of glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","attached to a hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","as a collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","like a badge on the chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","as a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around the upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","t shirt collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","on the nose and ears","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","round the back of the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on the chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","round the neck in the middle of the chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","round the upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","Near the collarbone clipped on a shirt.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","On the face, resting on the nose and ears as glasses.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","Worn as a hat on the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Resting on the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","On the chest area on a shirt.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","worn as a necklace around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Around the bicep/wrapped at the top of the arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","on the wrists","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","attached to the collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","as glasses on the face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","as a hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","as a neck placement","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","as a patch on the shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","as a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","as an armband","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","Being on the wrist doesn't restrict any movement.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","Being by the neck it is unsightly and may rub the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","It is unsightly on the eyes and no good if you wear glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","It just looks ridiculous being on the head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","It  could pass as headphones so ok in some circumstances","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","It is unobtrusive and easy to wear","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Its a little unpractible being like a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","It is in a practible place and not likely to get caught in anything","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","Placed in the left or right wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","Attached to the shirt collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","In the face like eyeglasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","In the head attached to a cap","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Resting in your collarbones and shoulders","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Chest near the heart","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Hanging like a necklace","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","In the upper arm (biceps) like a band","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","Wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","Lower neck/ upper chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","Face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","On the front side of a hat.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Around the back of your neck.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","Over your heart.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","A necklace around the neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","Armband around the arm.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","The light logger is on the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","The light logger is on the t shirt neck hem","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","glasses on the face","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","It is on the hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","It is around the neck/shoulders","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","It is a chest pin","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Necklace around neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","It is an arm band around the bicep / sleeve","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","they are used to treat different diseases","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","it depends on what we want to study","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","it will depend on the area where it is needed","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","it can be placed on side of head on side o chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","on side of head ,on side of chest and on neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on chest ,head ,side of head ,","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","on side head ,chest, neck","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","on  arm,chest  , side of chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","Clipped onto shirt (neck hole)","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","Clipped onto glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","Clipped to hat","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","Around neck/on shoulders","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","clipped onto front of shirt","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","Around neck, worn like a necklace.","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","around bicep","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","On the wrist","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","on the collar","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","on your glasses","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","on a hat on your head","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","around the shoulders on your clothes","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","on your chest on your top","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","necklace","like a necklace on your chest","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","sleevecollar","on the upper arm","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","wrist","Light logger will be best placed somewhere on the head for a better tracking result","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","collarpin","The placement of the light logger is good enough where it is","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","glasses","The best placement for the light logger","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","hatpin","The placement of the light logger is quiet unattractive","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","neckloop","The placement of the light logger is not best enough for social outing and work place","BPP","General descriptions or opinions on the specific body location.","none","N/A"
"Please describe, in your own words, the placement of the light logger in the body.","chestpin","The placement of the light logger is very good","BPP","General descriptions or opinions on the specific body location.","none","N/A"
